Unnamed: 0,favorite_count,full_text,clean_text,sentiment
2863.0,0,@nuicemedia gua kira dari dulu under license soalnya di shell langganan ada model2 stamp gitu yg bisa didapet setiap selelsai isi dan hanya bisa dituker di 2 spbu shell saja ga kaya oviv dan bp yg programnya berlaku di seluruh spbu,nuicemedia gua kira dari dulu under license soalnya di shell langganan ada model stamp gitu yg bisa didapet setiap selelsai isi dan hanya bisa dituker di spbu shell saja ga kaya oviv dan bp yg programnya berlaku di seluruh spbu,negative
2899.0,5,@rgoestama Mungkin dengan ini kita bs nemu SPBU Shell lbh banyak lg tersebar. Jd enak kalo mudik ,rgoestama mungkin dengan ini kita bs nemu spbu shell lbh banyak lg tersebar jd enak kalo mudik,negative
2936.0,0,@rgoestama Apakah di kemudian hari kita dapat membeli bensin Shell dalam jumlah banyak dengan harga grosir lalu menjualnya di pom mini kita? Harusnya bisa ya..,rgoestama apakah di kemudian hari kita dapat membeli bensin shell dalam jumlah banyak dengan harga grosir lalu menjualnya di pom mini kita harusnya bisa ya,negative
3018.0,0,@esstehhhpanass @yournutt_ Spbu shell Kmu dimana,esstehhhpanass yournutt spbu shell kmu dimana,negative
3767.0,0,@tanyarlfes Itu klo di pom Shell toiletnya rata2 model gitu semua kalo ngak kebelet males.,tanyarlfes itu klo di pom shell toiletnya rata model gitu semua kalo ngak kebelet males,negative
4050.0,0,pom shell di kota cuman 1 tp leletnya minta ampun mana ga satset. tp mau ke pertamina ngeselin. hadeh banget,pom shell di kota cuman tp leletnya minta ampun mana ga satset tp mau ke pertamina ngeselin hadeh banget,negative
4653.0,1,@RYANKENCANA Tadi di 3 SPBU shell semuanya kosong. Super kosong V-Power kosong V-Power Nitro+ juga kosong.,ryankencana tadi di spbu shell semuanya kosong super kosong vpower kosong vpower nitro juga kosong,negative
4745.0,0,Naon sih over-glorified SPBU Shell?? IMO experience isi bensin di Shell tuh menyebalkan. 1. Trying too hard to upselling V-Power. Pernah aing bentak petugasnya karena maksa bgt nawarin V-Power. 2. Bayar di 1 kasir yang antri.,naon sih overglorified spbu shell imo experience isi bensin di shell tuh menyebalkan trying too hard to upselling vpower pernah aing bentak petugasnya karena maksa bgt nawarin vpower bayar di kasir yang antri,negative
5089.0,0,Beberapa SPBU Shell di surabaya cuma menyediakan varian super aja untuk varian v-power masih kosong,beberapa spbu shell di surabaya cuma menyediakan varian super aja untuk varian vpower masih kosong,negative
5191.0,0,Spill pom bensin Shell yang masih ada V-Power? Semua yang gue lewatin 0 semua.,spill pom bensin shell yang masih ada vpower semua yang gue lewatin semua,negative
5212.0,23,Hari ini muter-muter cari bensin Shell di area Jakarta Barat. Sudah tiga pom bensin Shell yang didatangi kosong semua. Dari Super V-Power sampai Nitro. Padahal sudah tanggal 1.,hari ini mutermuter cari bensin shell di area jakarta barat sudah tiga pom bensin shell yang didatangi kosong semua dari super vpower sampai nitro padahal sudah tanggal,negative
5244.0,0,@panduwidyanto @rasjawa Di Tangerang jg sama bbrp spbu shell cm ada stok V-Power,panduwidyanto rasjawa di tangerang jg sama bbrp spbu shell cm ada stok vpower,negative
5249.0,7,@hrdbacot Dari kemaren mesti muter2 dulu mau cari bensin V-Power karena beberapa pom bensin Shell kehabisan stok V-Power. Semoga cuma karena harga mau naik awal bulan. Bukan karena pom bensinnya mau tutup.,hrdbacot dari kemaren mesti muter dulu mau cari bensin vpower karena beberapa pom bensin shell kehabisan stok vpower semoga cuma karena harga mau naik awal bulan bukan karena pom bensinnya mau tutup,negative
5292.0,0,buset udah 2 minggu 3 pom bensin shell Shell V-Power sama V-Power nitro habis semua,buset udah minggu pom bensin shell shell vpower sama vpower nitro habis semua,negative
5296.0,0,3 hari bensin shell kosong euy. super dan v-power,hari bensin shell kosong euy super dan vpower,negative
5311.0,0,Ini SPBU Shell knp kompak ga ada stok Super sm V-Power semua?,ini spbu shell knp kompak ga ada stok super sm vpower semua,negative
,0,Shell sekarang udah kaya Pertamina ‍,shell sekarang udah kaya pertamina ‍,negative
,0,Apa2an ajg jawa tengah ga ada shell https://t.co/6jG3D0E3f1,apaan ajg jawa tengah ga ada shell,negative
,0,shell gaada yang buka apa ya jam 4 pagi https://t.co/sZH2tG44xI,shell gaada yang buka apa ya jam pagi,negative
,0,@innovacommunity Dulu shell sekarang pindah ke BP. Lebih murah kalo beli di atas 25L,innovacommunity dulu shell sekarang pindah ke bp lebih murah kalo beli di atas l,negative
,0,baru kali ini ktemu mba mba shell yang jutek dan ga nanyain member:(,baru kali ini ktemu mba mba shell yang jutek dan ga nanyain member,negative
,0,Apakah shell akan naik tembus Rp.15.000?,apakah shell akan naik tembus rp,negative
,0,Disini ada yg user SPBU Shell dan payment pake QRIS ga? Pelayanan payment ya apa emg sampe jam 14:00 aja?,disini ada yg user spbu shell dan payment pake qris ga pelayanan payment ya apa emg sampe jam aja,negative
,0,Shell naik nih,shell naik nih,negative
,0,@respatijalu shell langka sampai 2026 : ,respatijalu shell langka sampai,negative
,0,Gak gak lagi redeem shell pake nomer hp tai.. gak masuk ke akun shell gua padahal tadi nyebut nomernya dah bener emang paling bener scan barcode dah,gak gak redeem shell pake nomer hp tai gak masuk akun shell gua nyebut nomernya dah bener emang bener scan barcode dah,negative
,0,gue sedih bgt kopi go+ nya shell udh gaada di menu ,gue sedih bgt kopi go shell udh gaada menu,negative
,0,Bohong kan dosa kalo bohong pas isi bensin shell ditanya punya member atau enggak jawabnya enggak padahal punya karna males antri itu dosa ga?,bohong dosa kalo bohong pas isi bensin shell member karna males antri dosa,negative
35.0,0,Bau-baunya pom shell semenjak diakuisisi jadi nggak niat jualan terus tutup. Shell Nitro kosong di mayoritas pom di Jakarta ,baubaunya pom shell semenjak diakuisisi nggak niat jualan tutup shell nitro kosong mayoritas pom jakarta,negative
47.0,1,@LexWu_13 Taun² kmrn isi bensin shell org pom ny klo ad bensin yg netes di lapin skrg kaya buru2 bgt ampe kadang ad yg netes2 mirip Pertamina ya walaupun gw tau gpp si berceceran asal gk tumpah tpi makin ke sini jdi rada mirip² terus denger ni berita jdi beralih ke pom Muhammadiyah aj lh,taun² kmrn isi bensin shell org pom ny klo ad bensin netes lapin skrg kaya buru bgt ampe kadang ad netes pertamina ya gw tau gpp si berceceran tumpah tpi jdi rada mirip² denger ni berita jdi beralih pom muhammadiyah aj lh,negative
99.0,0,GUA MAU MENINGGAL GARA GARA TRAGEDI POM BENSIN SHELL,gua meninggal gara gara tragedi pom bensin shell,negative
103.0,0,knp sih jalanan otw kampus gaada pom bensin... jalan seluas sepanjang itu gaada pom bensin shell... sedih bgt hrus ke kemang dulu jd muter,knp jalanan otw kampus gaada pom bensin jalan seluas gaada pom bensin shell sedih bgt hrus kemang jd muter,negative
148.0,0,udah 3 kalo pom shell kosong brengsek lah.,udah kalo pom shell kosong brengsek,negative
150.0,0,deket rumah jg kosong terus super sama vpower skrng ngisi di pom muhammadiyah karna stock ready terus dan gak serame shell,deket rumah jg kosong super vpower skrng ngisi pom muhammadiyah karna stock ready gak serame shell,negative
179.0,0,POM Shell sering kehabisan stok ya sekarang,pom shell kehabisan stok ya,negative
182.0,2,setelah berkeliling seluruh pom bensin Shell sa-bandung-eun tidak ada yg ready akhirnya aku beralih ke AKR,berkeliling pom bensin shell sabandungeun ready beralih akr,negative
195.0,0,Udah 4 pom bensin shell semuanya lagi proses pengiriman keburu beneran abis ini bensinnya,udah pom bensin shell proses pengiriman keburu beneran abis bensinnya,negative
223.0,0,Geus ka tilu pom bensin shell bareak euy.,geus ka tilu pom bensin shell bareak euy,negative
3073.0,0,@Abet_424 bulan ini langsung skip kasih bensin shell ,abet bulan ini langsung skip kasih bensin shell,negative
,0,kok shell diesel pada kosong yah,kok shell diesel pada kosong yah,negative
,0,Yang ngaku sebagai HR Shell (A.n Bambang Widjaya S.Psi. S.H.) nya ganti profil. PENIPU #lovescam #inshaallahapp #DatingApps #penipu #penipuan https://t.co/GTGTGhAkfS,yang ngaku sebagai hr shell an bambang widjaya spsi sh nya ganti profil penipu lovescam inshaallahapp datingapps penipu penipuan,negative
,9,@Nebuchanedzar_I Sama saja freeport shell dll..,nebuchanedzari sama saja freeport shell dll,negative
,0,@TxtdariHI @aken_zank ada kemungkinan shell vivo bp naik nih @txtdrrwlmb,txtdarihi akenzank ada kemungkinan shell vivo bp naik nih txtdrrwlmb,negative
,0,@lookitshelix sayangnya shell di mdn sudah tidak ada lagi wkwk padahal dlu sering ngisi disitu,sayangnya shell mdn wkwk dlu ngisi disitu,negative
,0,SHELL CIBUBUR KENAPA TUTUPPP ,shell cibubur tutuppp,negative
43.0,0,gw yg ga ada pom shell cuma bisa mewek di tepian,gw pom shell mewek tepian,negative
60.0,1,@dodisegrovee @Urrangawak Ok ... Trima kasih.. Tapi syng Shell hanya di bandar sj pom nya...di desa hanya pertamina yg ada...aku suruh anak ganti Shell ...kata mesti kebandar,ok trima kasih syng shell bandar sj pom nyadi desa pertamina adaaku suruh anak ganti shell mesti kebandar,negative
85.0,25,Sekarang Pom Bengsin Shell habis mulu anjir,pom bengsin shell habis mulu anjir,negative
117.0,0,@r_soefiyandoro @sereneine @convomf Hadeh gini ya kak ga semua daerah ada pom bensin lain selain Pertamina cuma di kota gede aja ada kyk Shell dll klo udh luar Jawa rata Pertamina smua jdi klo mau boykot ya susah,hadeh gini ya kak daerah pom bensin pertamina kota gede kyk shell dll klo udh jawa pertamina smua jdi klo boykot ya susah,negative
129.0,0,Masa pom bensin shell jam sgini udh tutup ,pom bensin shell jam sgini udh tutup,negative
133.0,2,@hafizha_anisa Padahal sekelas kaltim ini udah saatnya punya pom swasta sekelas Shell minimal di Balikpapan dan Samarinda padahal perusahaan migas lumayan menjamur di situ apalagi dulu di situ ada total juga walaupun pada akhirnya kena depak sama PHM ,sekelas kaltim udah pom swasta sekelas shell minimal balikpapan samarinda perusahaan migas lumayan menjamur situ situ total kena depak phm,negative
142.0,0,Shell BSD samping gramedia gak jualan Shell Gading Serpong sisa diesel doank. Buang2 waktu setengah jam nyari pom bensin.,shell bsd samping gramedia gak jualan shell gading serpong sisa diesel doank buang jam nyari pom bensin,negative
144.0,2,Mampir di pom bensin shell jalan gondangdia ternyata habis.,mampir pom bensin shell jalan gondangdia habis,negative
145.0,0,Bensin tinggal 2 bar udah ke 3 Shell kosong semua mau nyerah cari BP/Vivo iseng nelpon pom bensin Shell deket JEC sedang diisi Bu sekitar 40 menitan lagi ready ,bensin tinggal bar udah shell kosong nyerah cari bpvivo iseng nelpon pom bensin shell deket jec diisi bu menitan ready,negative
158.0,5,@hrdbacot Sudah semingguan beberapa pom bensin Shell ada yang kosong. Kemarin di Jakarta Selatan kosong tapi di Jakarta Barat masih ada. (Bentar lagi buru2 keluar cari bensin walau tangki masih setengah).,semingguan pom bensin shell kosong kemarin jakarta selatan kosong jakarta barat bentar buru cari bensin tangki,negative
162.0,0,Pombensin SHELL per 22 maret 2025 kosong stoknya udah 3 pom.. Akhirnya isi turbo buat matic gw,pombensin shell maret kosong stoknya udah pom isi turbo matic gw,negative
171.0,0,Sepertinya SHELL mengalami kelangkaan lagi terpantau 3 pom bensin shell kosong stocknya,shell mengalami kelangkaan terpantau pom bensin shell kosong stocknya,negative
174.0,1,@Aerio_Ina di bbrp lokasi pom shell banyak yg bahan bakarnya kosong,bbrp lokasi pom shell bahan bakarnya kosong,negative
178.0,0,@namaku_adalahhh Iya lagi cuy wkwkwk. Ini aja gw memutuskan ke Otista karena 2 pom Shell di deket kantor gw bensinnya kosong semua :),iya cuy wkwkwk gw memutuskan otista pom shell deket kantor gw bensinnya kosong,negative
192.0,0,@aenesaja @txtfrombrand @bahlillahadalia Udah 2 hari liat pom kerang disini ada tulisan Shell Super sedang dalam pengiriman dan Shell V Power sedang dalam pengiriman .,udah liat pom kerang tulisan shell super pengiriman shell v power pengiriman,negative
208.0,0,Terpantau Shell Super dan V-Power mulai kosong di beberapa pom ,terpantau shell super vpower kosong pom,negative
210.0,0,Kok pom shell di bekasi abis terus ya?? @pertamina,pom shell bekasi abis ya,negative
,0,3 pom bensin shell kaga ada isinya semua yg ada isinya cuma pom jelek,pom bensin shell kaga isinya isinya pom jelek,negative
,0,ini perasaan gw aja atau rata pom shell kosong terus dimana mana ini mungkin jalannya supaya ev kaga nganggur yak,perasaan gw pom shell kosong dimana jalannya ev kaga nganggur yak,negative
,0,Sampe kapannn ini pom bensin shell kosonggg ada apa dengann indonesia? udah hunting kebeberapa shell tp pd kosong semua,sampe kapannn pom bensin shell kosonggg dengann indonesia udah hunting kebeberapa shell tp pd kosong,negative
,0,@hrdbacot Sakit jiwa udah ke 2 pom shell stok bensinnya kosong,sakit jiwa udah pom shell stok bensinnya kosong,negative
,1,kalo ga mau ke pom pertaminul lagi jgn ke bp atau shell duaduanya busuk didalem yg paling parah kasus exploitasi shell di nigeria.. bp jg hipokrit soal environmental goal dan business practice nya aku skrg ke vivo dulu gatau mereka sama busuknya atau ngga https://t.co/87IumVgIjh,kalo pom pertaminul jgn bp shell duaduanya busuk didalem parah exploitasi shell nigeria bp jg hipokrit environmental goal business practice skrg vivo gatau busuknya ngga,negative
,0,@InonkIskandar88 @MurtadhaOne1 denger2 shell juga udah banyak yg bangkrut banyak gerai yg udah tutup ..... sekaranga muncul pom warna hijau yg denger2 sih berhubungan dengan pertamina .... pertaminanya main oplosan ..... hmmmmm jd curigation,denger shell udah bangkrut gerai udah tutup sekaranga muncul pom warna hijau denger berhubungan pertamina pertaminanya main oplosan hmmmmm jd curigation,negative
,0,@Mdy_Asmara1701 Ingat kalo gk ada pom bensin mana motor mau jalan toh shell cuma ada di kota besar ‍️,kalo pom bensin motor jalan shell kota,negative
,1,ini tiba2 pom shell habis lagi stok bensin nya se Bandung? too fishy bro,pom shell habis stok bensin bandung too fishy bro,negative
,0,Faklah.. bengsin nang pom shell sampe ntek stok e ,faklah bengsin nang pom shell sampe ntek stok e,negative
,0,@sutanmangara Info valid dr orang dalem VIVO Bentar lagi POM Bensin SHELL bakalan ditutup izin dan usahanya. Kalo kalian pada baca POM Bensin VIVO punya Pak Pres Prabowor yg berkantor di S'Pore. VIVO dpt kontrak utk jualan dan distribusi Bio Solar khusus Industri dan pertambangan.,info valid dr orang dalem vivo bentar pom bensin shell ditutup izin usahanya kalo baca pom bensin vivo pres prabowor berkantor spore vivo dpt kontrak utk jualan distribusi bio solar khusus industri pertambangan,negative
,0,@Gojekmilitan Info yerupdate dr orang dalam VIVO ( Pom Bensin milik Prabowor ) SHELL tunggu waktu utk ditutup iizn dan usahanya. Akan digantikan VIVO. Beberapa waktu lalu semua POM SHELL sempet mengalami kekosongan pasokan. VIVO akan jualan bio solar tp khusus industri sebuah cuan yg nilainya,info yerupdate dr orang vivo pom bensin milik prabowor shell tunggu utk ditutup iizn usahanya digantikan vivo pom shell sempet mengalami kekosongan pasokan vivo jualan bio solar tp khusus industri cuan nilainya,negative
,6,hari ini abis ngelakuin kegiatan berdosa kasih makan koruptor pertamina 12.000 rupiah. cuma 12.000 tapi saya ga ikhlas. mau gimana lagi di daerah sini blm ada shell / bp. setiap ngisi di pom dalam hati ngutuk terus semoga uang saya ga berkah buat koruptor-koruptor ini.,abis ngelakuin kegiatan berdosa kasih makan koruptor pertamina rupiah ikhlas gimana daerah blm shell bp ngisi pom hati ngutuk semoga uang berkah koruptorkoruptor,negative
,0,Dua perusahaan migas asing Shell dan British Petroleum (BP) mulai Sabtu (1/3) menaikkan harga bahan bakar. Kenaikan harga ini terjadi di tengah maraknya peralihan konsumen ke pom bensin swasta setelah isu pengoplosan BBM Pertamax oleh anak perusahaan Pertamina mencuat di media https://t.co/aovBVHIstV,perusahaan migas asing shell british petroleum bp sabtu menaikkan harga bahan bakar kenaikan harga maraknya peralihan konsumen pom bensin swasta isu pengoplosan bbm pertamax anak perusahaan pertamina mencuat media,negative
,1,@kegblgnunfaedh NGGA SEMUA KOTA ADA POM SWASTA KAYA SHELL VIVO DLL.,ngga kota pom swasta kaya shell vivo dll,negative
,0,Semarang ini ibukota tapi kok gak ada pom shell vivo BP hufttttt,semarang ibukota gak pom shell vivo bp hufttttt,negative
,0,Ngga semua kota ada swasta aku yg di kota aja pom shell tuh jauh bgt ,ngga kota swasta kota pom shell tuh bgt,negative
,0,Tapi sayang bgt pom shell ga ada di semarang ,sayang bgt pom shell semarang,negative
,0,@kegblgnunfaedh Di Lampung g ada Shell atau pom lain selain Pertamina ,lampung g shell pom pertamina,negative
,5,@cemetoo @Widino LOVE IT! Balasan setimpal buat Shell (dan spbu swasta lain) yg gara2 kebijakan impor nga di segera di ACC sampe kehabisan barang di periode Des dan Jan lalu kasihan sampe banyak POM tutup dan karyawawan di rolling. Sementara si jago merah melenggang kangkung aman.,love it balasan setimpal shell spbu swasta gara kebijakan impor nga acc sampe kehabisan barang periode des jan kasihan sampe pom tutup karyawawan rolling si jago merah melenggang kangkung aman,negative
,0,Ini shell/bp bisa beli onlen g sih? Di kotaku gada pom itu soalnya,shellbp beli onlen g kotaku gada pom,negative
,0,sumatra mah langka bgt pom shell ini:) PLS buka di setiap kabupaten kota desa sekalian️,sumatra mah langka bgt pom shell pls buka kabupaten kota desa,negative
,66,@LambeResing Kemarin sempat Shell dan beberapa pom swasta nggak ada BBM yg stoknya ada terus cuma Vivo. Yg miliknya Pak Prabs. Hehehehe,kemarin shell pom swasta nggak bbm stoknya vivo miliknya prabs hehehehe,negative
,1,Kalian yg di Jakarta dan sekitarnya bisa ganti shell BP vivo La kami yg di daerah adanya POm bensin dan pom bensin mini sama ecer,jakarta ganti shell bp vivo la daerah pom bensin pom bensin mini ecer,negative
,0,@perunggu__ kyk pom shell nih gaada di jawa tengah,kyk pom shell gaada jawa,negative
,0,Pler di kotaku gaada shell cuma ada pom si plat merah brengsek itu terpaksa ,pler kotaku gaada shell pom si plat merah brengsek terpaksa,negative
,0,@AraituLaki Kalo yg di kabupaten cm ada pom plat merah gmn jadinya ? Cari shell mana ada,kalo kabupaten cm pom plat merah gmn cari shell,negative
,0,masalahnya di kota serang ni cuma ada pert4mina shell ada tapi jauh bgt deket kramatwatu sedangkan pom swasta lain blm masuk sini ,kota serang ni pertmina shell bgt deket kramatwatu pom swasta blm masuk,negative
,2,@asumsico arep gnti shell ki dalananku pp gaenek pom e sisan sulit,arep gnti shell ki dalananku pp gaenek pom e sisan sulit,negative
,0,Terus ono wae wong sing cangkeman makani isi shell bp blablabla..he tak kandani raimu yo kowe neng kota2 gede enak iso milih neng kampungku lha pom bensin resmi wae kadang ono stock mung sebulan 2x su asu,ono wae sing cangkeman makani isi shell bp blablablahe kandani raimu yo kowe neng kota gede enak iso milih neng kampungku lha pom bensin resmi wae kadang ono stock mung sebulan x su asu,negative
,0,@pnkhalina @nabiylarisfa @pertamina Ga juga even di ibukotanya jateng aja gada pom bensin shell/bp,even ibukotanya jateng gada pom bensin shellbp,negative
,0,Sayange nang Sala raenek pom bensin Shell ro Vivo...,sayange nang sala raenek pom bensin shell ro vivo,negative
,2,Jadi keputusan ngisi bensin di pom swasta sangat valid. Sayangnya nggak ada Shell Vivo BP gitu di Solo dan sekitarnya.,keputusan ngisi bensin pom swasta valid sayangnya nggak shell vivo bp gitu solo,negative
,10,@AFC_nemo @asumsico sedihnya di beberapa daerah belum ada pom bensin non-pertamina. kek di tempatku ini belum ada shell vivo dll,sedihnya daerah pom bensin nonpertamina kek tempatku shell vivo dll,negative
,0,Mana di Medan pom Shell udh ditarik.,medan pom shell udh ditarik,negative
,0,@Saham_fess @profesor_saham Daerah sini adanya cuma shell dan satu outlet doang dengan jangkauan sekitar 70km. Klo abis ditengah jalan adanya pom si brengsek korup itu berjejer. Bangsat emang,daerah shell outlet doang jangkauan km klo abis ditengah jalan pom si brengsek korup berjejer bangsat emang,negative
,0,mana sedihnya lagi sbg warga kabupaten ini ga ada shell atau pom swasta lain yg deket ,sedihnya sbg warga kabupaten shell pom swasta deket,negative
,47,@deniqodir @The_RedsIndo Jangan bicara seperti ini shell dan vivo hanya dikota besar (jabodetabek dan surabaya) dijawa saja masih banyak yg tidak ada pom swasta,bicara shell vivo dikota jabodetabek surabaya dijawa pom swasta,negative
233.0,0,@xxtravert Coba makannya sambil main roleplay si anak jadi mobil yang jalan keliling mom jadi SPBU Shell. Jadi sekali muter harus isi bensin di SPBU Shell (makan). Ehh tapi makan sambil lari-lari gak bagus juga sihhh. Kalo gitu jangan ikutin saran aku.,xxtravert coba makannya sambil main roleplay si anak jadi mobil yang jalan keliling mom jadi spbu shell jadi sekali muter harus isi bensin di spbu shell makan ehh tapi makan sambil larilari gak bagus juga sihhh kalo gitu jangan ikutin saran aku,neutral
292.0,0,@ulfija Gampang kak. Kuliah di UI Salemba turun dekat SPBU Shell nah udah sampai PhD deh (Pizza Hut Delivery),ulfija gampang kak kuliah di ui salemba turun dekat spbu shell nah udah sampai phd deh pizza hut delivery,neutral
468.0,0,@orionnvesper @tanyakanrl Kalau pemakaian motor matic nya jarang-jarang bahkan jarak tempuhnya selama 6 bulan ratusan km aja dan pakai bensin shell v-power. Haruskah perawatannya seperti diatas?,orionnvesper tanyakanrl kalau pemakaian motor matic nya jarangjarang bahkan jarak tempuhnya selama bulan ratusan km aja dan pakai bensin shell vpower haruskah perawatannya seperti diatas,neutral
473.0,0,@Shibuyasa @orionnvesper @tanyakanrl Servis CVT di bengkel yang ada di SPBU Shell 50rb an,shibuyasa orionnvesper tanyakanrl servis cvt di bengkel yang ada di spbu shell rb an,neutral
549.0,0,Korsleting listrik menyebabkan kebakaran di belakang SPBU Shell Kalideres Jakarta Barat Rabu sore (18/6/2025). Kabel tiang listrik terbakar usai diperbaiki petugas PLN memicu kepanikan pegawai dan warga yang tengah isi BBM. Beruntung api tak menyambar tangki dan berhasil https://t.co/o0QvxibSy2,korsleting listrik menyebabkan kebakaran di belakang spbu shell kalideres jakarta barat rabu sore kabel tiang listrik terbakar usai diperbaiki petugas pln memicu kepanikan pegawai dan warga yang tengah isi bbm beruntung api tak menyambar tangki dan berhasil,neutral
656.0,1,halo semuanya selamat malam/pagi/siang mau minta tolong kalo ada yang liat motor ini bisa chat atau hub 089512528189 jadi kakak sepupuku dihipnotis di deket pom bensin shell sasak jarang yang diambil dompet sama hp infinix hot 30 ktpnya atas nama kuku raka pratama https://t.co/v0UhMNqOpT,halo semuanya selamat malampagisiang mau minta tolong kalo ada yang liat motor ini bisa chat atau hub jadi kakak sepupuku dihipnotis di deket pom bensin shell sasak jarang yang diambil dompet sama hp infinix hot ktpnya atas nama kuku raka pratama,neutral
690.0,2,jalan raya jatiwaringin deket spbu shell https://t.co/cQ2pVFxdRU,jalan raya jatiwaringin deket spbu shell,neutral
755.0,0,@tyunbeat Hai Kak. Silakan menuju bus stop Industri SPBU Shell naik rute Jak 120 turun bus stop Jl. Pekan Raya. Untuk mengetahui posisi bus dan fitur perencanaan perjalanan Kakak dapat mengunduh aplikasi TJ: Transjakarta. Terima kasih ^ZR,tyunbeat hai kak silakan menuju bus stop industri spbu shell naik rute jak turun bus stop jl pekan raya untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta terima kasih zr,neutral
